TSEcod;IBGEcod;Municipio;UF;COD_UF_IBGE;UF_MUN;MAPA_2010;ELE_MUN_2008
75256;4106407;CORNELIO PROCOPIO;PR;41;PR_CORNELIO PROCOPIO;SIM;SIM
75248;4106456;CORONEL DOMINGOS SOARES;PR;41;PR_CORONEL DOMINGOS SOARES;SIM;SIM
75272;4106506;CORONEL VIVIDA;PR;41;PR_CORONEL VIVIDA;SIM;SIM
75280;4106555;CORUMBATAI DO SUL;PR;41;PR_CORUMBATAI DO SUL;SIM;SIM
74241;4106571;CRUZEIRO DO IGUACU;PR;41;PR_CRUZEIRO DO IGUACU;SIM;SIM
75299;4106605;CRUZEIRO DO OESTE;PR;41;PR_CRUZEIRO DO OESTE;SIM;SIM
75310;4106704;CRUZEIRO DO SUL;PR;41;PR_CRUZEIRO DO SUL;SIM;SIM
75337;4106803;CRUZ MACHADO;PR;41;PR_CRUZ MACHADO;SIM;SIM
75264;4106852;CRUZMALTINA;PR;41;PR_CRUZMALTINA;SIM;SIM
75353;4106902;CURITIBA;PR;41;PR_CURITIBA;SIM;SIM
75370;4107009;CURIUVA;PR;41;PR_CURIUVA;SIM;SIM
75396;4107108;DIAMANTE DO NORTE;PR;41;PR_DIAMANTE DO NORTE;SIM;SIM
74268;4107124;DIAMANTE DO SUL;PR;41;PR_DIAMANTE DO SUL;SIM;SIM
75400;4107157;DIAMANTE D OESTE;PR;41;PR_DIAMANTE D OESTE;SIM;SIM
75418;4107207;DOIS VIZINHOS;PR;41;PR_DOIS VIZINHOS;SIM;SIM
84654;4107256;DOURADINA;PR;41;PR_DOURADINA;SIM;SIM
75434;4107306;DOUTOR CAMARGO;PR;41;PR_DOUTOR CAMARGO;SIM;SIM
75450;4107405;ENEAS MARQUES;PR;41;PR_ENEAS MARQUES;SIM;SIM
75477;4107504;ENGENHEIRO BELTRAO;PR;41;PR_ENGENHEIRO BELTRAO;SIM;SIM
75302;4107520;ESPERANCA NOVA;PR;41;PR_ESPERANCA NOVA;SIM;SIM
74284;4107538;ENTRE RIOS DO OESTE;PR;41;PR_ENTRE RIOS DO OESTE;SIM;SIM
75329;4107546;ESPIGAO ALTO DO IGUACU;PR;41;PR_ESPIGAO ALTO DO IGUACU;SIM;SIM
74306;4107553;FAROL;PR;41;PR_FAROL;SIM;SIM
75493;4107603;FAXINAL;PR;41;PR_FAXINAL;SIM;SIM
74322;4107652;FAZENDA RIO GRANDE;PR;41;PR_FAZENDA RIO GRANDE;SIM;SIM
75515;4107702;FENIX;PR;41;PR_FENIX;SIM;SIM
75345;4107736;FERNANDES PINHEIRO;PR;41;PR_FERNANDES PINHEIRO;SIM;SIM
84573;4107751;FIGUEIRA;PR;41;PR_FIGUEIRA;SIM;SIM
75531;4107801;FLORAI;PR;41;PR_FLORAI;SIM;SIM
74349;4107850;FLOR DA SERRA DO SUL;PR;41;PR_FLOR DA SERRA DO SUL;SIM;SIM
75558;4107900;FLORESTA;PR;41;PR_FLORESTA;SIM;SIM
75574;4108007;FLORESTOPOLIS;PR;41;PR_FLORESTOPOLIS;SIM;SIM
75590;4108106;FLORIDA;PR;41;PR_FLORIDA;SIM;SIM
75612;4108205;FORMOSA DO OESTE;PR;41;PR_FORMOSA DO OESTE;SIM;SIM
75639;4108304;FOZ DO IGUACU;PR;41;PR_FOZ DO IGUACU;SIM;SIM
79774;4108320;FRANCISCO ALVES;PR;41;PR_FRANCISCO ALVES;SIM;SIM
75655;4108403;FRANCISCO BELTRAO;PR;41;PR_FRANCISCO BELTRAO;SIM;SIM
75361;4108452;FOZ DO JORDAO;PR;41;PR_FOZ DO JORDAO;SIM;SIM
75671;4108502;GENERAL CARNEIRO;PR;41;PR_GENERAL CARNEIRO;SIM;SIM
74004;4108551;GODOY MOREIRA;PR;41;PR_GODOY MOREIRA;SIM;SIM
75698;4108601;GOIO ERE;PR;41;PR_GOIO ERE;SIM;SIM
75388;4108650;GOIOXIM;PR;41;PR_GOIOXIM;SIM;SIM
79596;4108700;GRANDES RIOS;PR;41;PR_GRANDES RIOS;SIM;SIM
75710;4108809;GUAIRA;PR;41;PR_GUAIRA;SIM;SIM
75736;4108908;GUAIRACA;PR;41;PR_GUAIRACA;SIM;SIM
75426;4108957;GUAMIRANGA;PR;41;PR_GUAMIRANGA;SIM;SIM
75752;4109005;GUAPIRAMA;PR;41;PR_GUAPIRAMA;SIM;SIM
75779;4109104;GUAPOREMA;PR;41;PR_GUAPOREMA;SIM;SIM
75795;4109203;GUARACI;PR;41;PR_GUARACI;SIM;SIM
75817;4109302;GUARANIACU;PR;41;PR_GUARANIACU;SIM;SIM
75833;4109401;GUARAPUAVA;PR;41;PR_GUARAPUAVA;SIM;SIM
75850;4109500;GUARAQUECABA;PR;41;PR_GUARAQUECABA;SIM;SIM
75876;4109609;GUARATUBA;PR;41;PR_GUARATUBA;SIM;SIM
74365;4109658;HONORIO SERPA;PR;41;PR_HONORIO SERPA;SIM;SIM
75892;4109708;IBAITI;PR;41;PR_IBAITI;SIM;SIM
74020;4109757;IBEMA;PR;41;PR_IBEMA;SIM;SIM
75914;4109807;IBIPORA;PR;41;PR_IBIPORA;SIM;SIM
75930;4109906;ICARAIMA;PR;41;PR_ICARAIMA;SIM;SIM
75957;4110003;IGUARACU;PR;41;PR_IGUARACU;SIM;SIM
74381;4110052;IGUATU;PR;41;PR_IGUATU;SIM;SIM
75442;4110078;IMBAU;PR;41;PR_IMBAU;SIM;SIM
75973;4110102;IMBITUVA;PR;41;PR_IMBITUVA;SIM;SIM
75990;4110201;INACIO MARTINS;PR;41;PR_INACIO MARTINS;SIM;SIM
76015;4110300;INAJA;PR;41;PR_INAJA;SIM;SIM
79618;4110409;INDIANOPOLIS;PR;41;PR_INDIANOPOLIS;SIM;SIM
76031;4110508;IPIRANGA;PR;41;PR_IPIRANGA;SIM;SIM
76058;4110607;IPORA;PR;41;PR_IPORA;SIM;SIM
74403;4110656;IRACEMA DO OESTE;PR;41;PR_IRACEMA DO OESTE;SIM;SIM
76074;4110706;IRATI;PR;41;PR_IRATI;SIM;SIM
76090;4110805;IRETAMA;PR;41;PR_IRETAMA;SIM;SIM
76112;4110904;ITAGUAJE;PR;41;PR_ITAGUAJE;SIM;SIM
75000;4110953;ITAIPULANDIA;PR;41;PR_ITAIPULANDIA;SIM;SIM
76139;4111001;ITAMBARACA;PR;41;PR_ITAMBARACA;SIM;SIM
76155;4111100;ITAMBE;PR;41;PR_ITAMBE;SIM;SIM
76171;4111209;ITAPEJARA D OESTE;PR;41;PR_ITAPEJARA D OESTE;SIM;SIM
74446;4111258;ITAPERUCU;PR;41;PR_ITAPERUCU;SIM;SIM
76198;4111308;ITAUNA DO SUL;PR;41;PR_ITAUNA DO SUL;SIM;SIM
76210;4111407;IVAI;PR;41;PR_IVAI;SIM;SIM
76236;4111506;IVAIPORA;PR;41;PR_IVAIPORA;SIM;SIM
74462;4111555;IVATE;PR;41;PR_IVATE;SIM;SIM
76252;4111605;IVATUBA;PR;41;PR_IVATUBA;SIM;SIM
76279;4111704;JABOTI;PR;41;PR_JABOTI;SIM;SIM
76295;4111803;JACAREZINHO;PR;41;PR_JACAREZINHO;SIM;SIM
76317;4111902;JAGUAPITA;PR;41;PR_JAGUAPITA;SIM;SIM
76333;4112009;JAGUARIAIVA;PR;41;PR_JAGUARIAIVA;SIM;SIM
76350;4112108;JANDAIA DO SUL;PR;41;PR_JANDAIA DO SUL;SIM;SIM
76376;4112207;JANIOPOLIS;PR;41;PR_JANIOPOLIS;SIM;SIM
76392;4112306;JAPIRA;PR;41;PR_JAPIRA;SIM;SIM
76414;4112405;JAPURA;PR;41;PR_JAPURA;SIM;SIM
76430;4112504;JARDIM ALEGRE;PR;41;PR_JARDIM ALEGRE;SIM;SIM
76457;4112603;JARDIM OLINDA;PR;41;PR_JARDIM OLINDA;SIM;SIM
76473;4112702;JATAIZINHO;PR;41;PR_JATAIZINHO;SIM;SIM
79979;4112751;JESUITAS;PR;41;PR_JESUITAS;SIM;SIM
76490;4112801;JOAQUIM TAVORA;PR;41;PR_JOAQUIM TAVORA;SIM;SIM
76511;4112900;JUNDIAI DO SUL;PR;41;PR_JUNDIAI DO SUL;SIM;SIM
84638;4112959;JURANDA;PR;41;PR_JURANDA;SIM;SIM
76538;4113007;JUSSARA;PR;41;PR_JUSSARA;SIM;SIM
76554;4113106;KALORE;PR;41;PR_KALORE;SIM;SIM
76570;4113205;LAPA;PR;41;PR_LAPA;SIM;SIM
74985;4113254;LARANJAL;PR;41;PR_LARANJAL;SIM;SIM
76597;4113304;LARANJEIRAS DO SUL;PR;41;PR_LARANJEIRAS DO SUL;SIM;SIM
76619;4113403;LEOPOLIS;PR;41;PR_LEOPOLIS;SIM;SIM
74489;4113429;LIDIANOPOLIS;PR;41;PR_LIDIANOPOLIS;SIM;SIM
74047;4113452;LINDOESTE;PR;41;PR_LINDOESTE;SIM;SIM
76635;4113502;LOANDA;PR;41;PR_LOANDA;SIM;SIM
76651;4113601;LOBATO;PR;41;PR_LOBATO;SIM;SIM
76678;4113700;LONDRINA;PR;41;PR_LONDRINA;SIM;SIM
75809;4113734;LUIZIANA;PR;41;PR_LUIZIANA;SIM;SIM
84590;4113759;LUNARDELLI;PR;41;PR_LUNARDELLI;SIM;SIM
76694;4113809;LUPIONOPOLIS;PR;41;PR_LUPIONOPOLIS;SIM;SIM
76716;4113908;MALLET;PR;41;PR_MALLET;SIM;SIM
76732;4114005;MAMBORE;PR;41;PR_MAMBORE;SIM;SIM
76759;4114104;MANDAGUACU;PR;41;PR_MANDAGUACU;SIM;SIM
76775;4114203;MANDAGUARI;PR;41;PR_MANDAGUARI;SIM;SIM
76791;4114302;MANDIRITUBA;PR;41;PR_MANDIRITUBA;SIM;SIM
75469;4114351;MANFRINOPOLIS;PR;41;PR_MANFRINOPOLIS;SIM;SIM
75116;4114401;MANGUEIRINHA;PR;41;PR_MANGUEIRINHA;SIM;SIM
76813;4114500;MANOEL RIBAS;PR;41;PR_MANOEL RIBAS;SIM;SIM
76830;4114609;MARECHAL CANDIDO RONDON;PR;41;PR_MARECHAL CANDIDO RONDON;SIM;SIM
76856;4114708;MARIA HELENA;PR;41;PR_MARIA HELENA;SIM;SIM
76872;4114807;MARIALVA;PR;41;PR_MARIALVA;SIM;SIM
74330;4114906;MARILANDIA DO SUL;PR;41;PR_MARILANDIA DO SUL;SIM;SIM
79758;4115002;MARILENA;PR;41;PR_MARILENA;SIM;SIM
76899;4115101;MARILUZ;PR;41;PR_MARILUZ;SIM;SIM
76910;4115200;MARINGA;PR;41;PR_MARINGA;SIM;SIM
76937;4115309;MARIOPOLIS;PR;41;PR_MARIOPOLIS;SIM;SIM
74500;4115358;MARIPA;PR;41;PR_MARIPA;SIM;SIM
76953;4115408;MARMELEIRO;PR;41;PR_MARMELEIRO;SIM;SIM
75485;4115457;MARQUINHO;PR;41;PR_MARQUINHO;SIM;SIM
76970;4115507;MARUMBI;PR;41;PR_MARUMBI;SIM;SIM
76996;4115606;MATELANDIA;PR;41;PR_MATELANDIA;SIM;SIM
79634;4115705;MATINHOS;PR;41;PR_MATINHOS;SIM;SIM
74527;4115739;MATO RICO;PR;41;PR_MATO RICO;SIM;SIM
74543;4115754;MAUA DA SERRA;PR;41;PR_MAUA DA SERRA;SIM;SIM
77011;4115804;MEDIANEIRA;PR;41;PR_MEDIANEIRA;SIM;SIM
74560;4115853;MERCEDES;PR;41;PR_MERCEDES;SIM;SIM
77038;4115903;MIRADOR;PR;41;PR_MIRADOR;SIM;SIM
77054;4116000;MIRASELVA;PR;41;PR_MIRASELVA;SIM;SIM
84697;4116059;MISSAL;PR;41;PR_MISSAL;SIM;SIM
77070;4116109;MOREIRA SALES;PR;41;PR_MOREIRA SALES;SIM;SIM
77097;4116208;MORRETES;PR;41;PR_MORRETES;SIM;SIM
77119;4116307;MUNHOZ DE MELO;PR;41;PR_MUNHOZ DE MELO;SIM;SIM
77135;4116406;NOSSA SENHORA DAS GRACAS;PR;41;PR_NOSSA SENHORA DAS GRACAS;SIM;SIM
77151;4116505;NOVA ALIANCA DO IVAI;PR;41;PR_NOVA ALIANCA DO IVAI;SIM;SIM
77178;4116604;NOVA AMERICA DA COLINA;PR;41;PR_NOVA AMERICA DA COLINA;SIM;SIM
79650;4116703;NOVA AURORA;PR;41;PR_NOVA AURORA;SIM;SIM
77194;4116802;NOVA CANTU;PR;41;PR_NOVA CANTU;SIM;SIM
77216;4116901;NOVA ESPERANCA;PR;41;PR_NOVA ESPERANCA;SIM;SIM
75027;4116950;NOVA ESPERANCA DO SUDOEST;PR;41;PR_NOVA ESPERANCA DO SUDOEST;SIM;SIM
77232;4117008;NOVA FATIMA;PR;41;PR_NOVA FATIMA;SIM;SIM
74586;4117057;NOVA LARANJEIRA;PR;41;PR_NOVA LARANJEIRA;SIM;SIM
77259;4117107;NOVA LONDRINA;PR;41;PR_NOVA LONDRINA;SIM;SIM
79677;4117206;NOVA OLIMPIA;PR;41;PR_NOVA OLIMPIA;SIM;SIM
74608;4117214;NOVA SANTA BARBARA;PR;41;PR_NOVA SANTA BARBARA;SIM;SIM
79790;4117222;NOVA SANTA ROSA;PR;41;PR_NOVA SANTA ROSA;SIM;SIM
79952;4117255;NOVA PRATA DO IGUACU;PR;41;PR_NOVA PRATA DO IGUACU;SIM;SIM
75760;4117271;NOVA TEBAS;PR;41;PR_NOVA TEBAS;SIM;SIM
74420;4117297;NOVO ITACOLOMI;PR;41;PR_NOVO ITACOLOMI;SIM;SIM
77275;4117305;ORTIGUEIRA;PR;41;PR_ORTIGUEIRA;SIM;SIM
77291;4117404;OURIZONA;PR;41;PR_OURIZONA;SIM;SIM
74063;4117453;OURO VERDE DO OESTE;PR;41;PR_OURO VERDE DO OESTE;SIM;SIM
77313;4117503;PAICANDU;PR;41;PR_PAICANDU;SIM;SIM
77330;4117602;PALMAS;PR;41;PR_PALMAS;SIM;SIM
77356;4117701;PALMEIRA;PR;41;PR_PALMEIRA;SIM;SIM
77372;4117800;PALMITAL;PR;41;PR_PALMITAL;SIM;SIM
77399;4117909;PALOTINA;PR;41;PR_PALOTINA;SIM;SIM
77410;4118006;PARAISO DO NORTE;PR;41;PR_PARAISO DO NORTE;SIM;SIM
77437;4118105;PARANACITY;PR;41;PR_PARANACITY;SIM;SIM
77453;4118204;PARANAGUA;PR;41;PR_PARANAGUA;SIM;SIM
77470;4118303;PARANAPOEMA;PR;41;PR_PARANAPOEMA;SIM;SIM
77496;4118402;PARANAVAI;PR;41;PR_PARANAVAI;SIM;SIM
74624;4118451;PATO BRAGADO;PR;41;PR_PATO BRAGADO;SIM;SIM
77518;4118501;PATO BRANCO;PR;41;PR_PATO BRANCO;SIM;SIM
77534;4118600;PAULA FREITAS;PR;41;PR_PAULA FREITAS;SIM;SIM
77550;4118709;PAULO FRONTIN;PR;41;PR_PAULO FRONTIN;SIM;SIM
77577;4118808;PEABIRU;PR;41;PR_PEABIRU;SIM;SIM
75507;4118857;PEROBAL;PR;41;PR_PEROBAL;SIM;SIM
79693;4118907;PEROLA;PR;41;PR_PEROLA;SIM;SIM
77593;4119004;PEROLA D OESTE;PR;41;PR_PEROLA D OESTE;SIM;SIM
77615;4119103;PIEN;PR;41;PR_PIEN;SIM;SIM
75043;4119152;PINHAIS;PR;41;PR_PINHAIS;SIM;SIM
77631;4119202;PINHALAO;PR;41;PR_PINHALAO;SIM;SIM
74640;4119251;PINHAL DE SAO BENTO;PR;41;PR_PINHAL DE SAO BENTO;SIM;SIM
77658;4119301;PINHAO;PR;41;PR_PINHAO;SIM;SIM
77674;4119400;PIRAI DO SUL;PR;41;PR_PIRAI DO SUL;SIM;SIM
77690;4119509;PIRAQUARA;PR;41;PR_PIRAQUARA;SIM;SIM
77712;4119608;PITANGA;PR;41;PR_PITANGA;SIM;SIM
74667;4119657;PITANGUEIRAS;PR;41;PR_PITANGUEIRAS;SIM;SIM
77739;4119707;PLANALTINA DO PARANA;PR;41;PR_PLANALTINA DO PARANA;SIM;SIM
77755;4119806;PLANALTO;PR;41;PR_PLANALTO;SIM;SIM
77771;4119905;PONTA GROSSA;PR;41;PR_PONTA GROSSA;SIM;SIM
75523;4119954;PONTAL DO PARANA;PR;41;PR_PONTAL DO PARANA;SIM;SIM
77798;4120002;PORECATU;PR;41;PR_PORECATU;SIM;SIM
77810;4120101;PORTO AMAZONAS;PR;41;PR_PORTO AMAZONAS;SIM;SIM
75540;4120150;PORTO BARREIRO;PR;41;PR_PORTO BARREIRO;SIM;SIM
77836;4120200;PORTO RICO;PR;41;PR_PORTO RICO;SIM;SIM
77852;4120309;PORTO VITORIA;PR;41;PR_PORTO VITORIA;SIM;SIM
75566;4120333;PRADO FERREIRA;PR;41;PR_PRADO FERREIRA;SIM;SIM
79910;4120358;PRANCHITA;PR;41;PR_PRANCHITA;SIM;SIM
77879;4120408;PRESIDENTE CASTELO BRANCO;PR;41;PR_PRESIDENTE CASTELO BRANCO;SIM;SIM
77895;4120507;PRIMEIRO DE MAIO;PR;41;PR_PRIMEIRO DE MAIO;SIM;SIM
77917;4120606;PRUDENTOPOLIS;PR;41;PR_PRUDENTOPOLIS;SIM;SIM
75582;4120655;QUARTO CENTENARIO;PR;41;PR_QUARTO CENTENARIO;SIM;SIM
77933;4120705;QUATIGUA;PR;41;PR_QUATIGUA;SIM;SIM
77950;4120804;QUATRO BARRAS;PR;41;PR_QUATRO BARRAS;SIM;SIM
74683;4120853;QUATRO PONTES;PR;41;PR_QUATRO PONTES;SIM;SIM
79553;4120903;QUEDAS DO IGUACU;PR;41;PR_QUEDAS DO IGUACU;SIM;SIM
77976;4121000;QUERENCIA DO NORTE;PR;41;PR_QUERENCIA DO NORTE;SIM;SIM
77992;4121109;QUINTA DO SOL;PR;41;PR_QUINTA DO SOL;SIM;SIM
78018;4121208;QUITANDINHA;PR;41;PR_QUITANDINHA;SIM;SIM
74705;4121257;RAMILANDIA;PR;41;PR_RAMILANDIA;SIM;SIM
78034;4121307;RANCHO ALEGRE;PR;41;PR_RANCHO ALEGRE;SIM;SIM
74721;4121356;RANCHO ALEGRE D OESTE;PR;41;PR_RANCHO ALEGRE D OESTE;SIM;SIM
78050;4121406;REALEZA;PR;41;PR_REALEZA;SIM;SIM
78077;4121505;REBOUCAS;PR;41;PR_REBOUCAS;SIM;SIM
78093;4121604;RENASCENCA;PR;41;PR_RENASCENCA;SIM;SIM
78115;4121703;RESERVA;PR;41;PR_RESERVA;SIM;SIM
75604;4121752;RESERVA DO IGUACU;PR;41;PR_RESERVA DO IGUACU;SIM;SIM
78131;4121802;RIBEIRAO CLARO;PR;41;PR_RIBEIRAO CLARO;SIM;SIM
78158;4121901;RIBEIRAO DO PINHAL;PR;41;PR_RIBEIRAO DO PINHAL;SIM;SIM
78174;4122008;RIO AZUL;PR;41;PR_RIO AZUL;SIM;SIM
78190;4122107;RIO BOM;PR;41;PR_RIO BOM;SIM;SIM
74748;4122156;RIO BONITO DO IGUACU;PR;41;PR_RIO BONITO DO IGUACU;SIM;SIM
75620;4122172;RIO BRANCO DO IVAI;PR;41;PR_RIO BRANCO DO IVAI;SIM;SIM
78212;4122206;RIO BRANCO DO SUL;PR;41;PR_RIO BRANCO DO SUL;SIM;SIM
78239;4122305;RIO NEGRO;PR;41;PR_RIO NEGRO;SIM;SIM
78255;4122404;ROLANDIA;PR;41;PR_ROLANDIA;SIM;SIM
78271;4122503;RONCADOR;PR;41;PR_RONCADOR;SIM;SIM
78298;4122602;RONDON;PR;41;PR_RONDON;SIM;SIM
75744;4122651;ROSARIO DO IVAI;PR;41;PR_ROSARIO DO IVAI;SIM;SIM
78310;4122701;SABAUDIA;PR;41;PR_SABAUDIA;SIM;SIM
78336;4122800;SALGADO FILHO;PR;41;PR_SALGADO FILHO;SIM;SIM
78352;4122909;SALTO DO ITARARE;PR;41;PR_SALTO DO ITARARE;SIM;SIM
78379;4123006;SALTO DO LONTRA;PR;41;PR_SALTO DO LONTRA;SIM;SIM
78395;4123105;SANTA AMELIA;PR;41;PR_SANTA AMELIA;SIM;SIM
78417;4123204;SANTA CECILIA DO PAVAO;PR;41;PR_SANTA CECILIA DO PAVAO;SIM;SIM
78433;4123303;SANTA CRUZ DO MONTE CASTE;PR;41;PR_SANTA CRUZ DO MONTE CASTE;SIM;SIM
78450;4123402;SANTA FE;PR;41;PR_SANTA FE;SIM;SIM
79715;4123501;SANTA HELENA;PR;41;PR_SANTA HELENA;SIM;SIM
78476;4123600;SANTA INES;PR;41;PR_SANTA INES;SIM;SIM
78492;4123709;SANTA ISABEL DO IVAI;PR;41;PR_SANTA ISABEL DO IVAI;SIM;SIM
78514;4123808;SANTA IZABEL DO OESTE;PR;41;PR_SANTA IZABEL DO OESTE;SIM;SIM
74764;4123824;SANTA LUCIA;PR;41;PR_SANTA LUCIA;SIM;SIM
74802;4123857;SANTA MARIA DO OESTE;PR;41;PR_SANTA MARIA DO OESTE;SIM;SIM
78530;4123907;SANTA MARIANA;PR;41;PR_SANTA MARIANA;SIM;SIM
74829;4123956;SANTA MONICA;PR;41;PR_SANTA MONICA;SIM;SIM
78557;4124004;SANTANA DO ITARARE;PR;41;PR_SANTANA DO ITARARE;SIM;SIM
74080;4124020;SANTA TEREZA DO OESTE;PR;41;PR_SANTA TEREZA DO OESTE;SIM;SIM
84670;4124053;SANTA TEREZINHA DE ITAIPU;PR;41;PR_SANTA TEREZINHA DE ITAIPU;SIM;SIM
78590;4124103;SANTO ANTONIO DA PLATINA;PR;41;PR_SANTO ANTONIO DA PLATINA;SIM;SIM
78611;4124202;SANTO ANTONIO DO CAIUA;PR;41;PR_SANTO ANTONIO DO CAIUA;SIM;SIM
78638;4124301;SANTO ANTONIO DO PARAISO;PR;41;PR_SANTO ANTONIO DO PARAISO;SIM;SIM
78573;4124400;SANTO ANTONIO DO SUDOESTE;PR;41;PR_SANTO ANTONIO DO SUDOESTE;SIM;SIM
78654;4124509;SANTO INACIO;PR;41;PR_SANTO INACIO;SIM;SIM
78670;4124608;SAO CARLOS DO IVAI;PR;41;PR_SAO CARLOS DO IVAI;SIM;SIM
78697;4124707;SAO JERONIMO DA SERRA;PR;41;PR_SAO JERONIMO DA SERRA;SIM;SIM
78719;4124806;SAO JOAO;PR;41;PR_SAO JOAO;SIM;SIM
78735;4124905;SAO JOAO DO CAIUA;PR;41;PR_SAO JOAO DO CAIUA;SIM;SIM
78751;4125001;SAO JOAO DO IVAI;PR;41;PR_SAO JOAO DO IVAI;SIM;SIM
78778;4125100;SAO JOAO DO TRIUNFO;PR;41;PR_SAO JOAO DO TRIUNFO;SIM;SIM
78816;4125209;SAO JORGE D OESTE;PR;41;PR_SAO JORGE D OESTE;SIM;SIM
78794;4125308;SAO JORGE DO IVAI;PR;41;PR_SAO JORGE DO IVAI;SIM;SIM
79995;4125357;SAO JORGE DO PATROCINIO;PR;41;PR_SAO JORGE DO PATROCINIO;SIM;SIM
78832;4125407;SAO JOSE DA BOA VISTA;PR;41;PR_SAO JOSE DA BOA VISTA;SIM;SIM
84719;4125456;SAO JOSE DAS PALMEIRAS;PR;41;PR_SAO JOSE DAS PALMEIRAS;SIM;SIM
78859;4125506;SAO JOSE DOS PINHAIS;PR;41;PR_SAO JOSE DOS PINHAIS;SIM;SIM
74845;4125555;SAO MANOEL DO PARANA;PR;41;PR_SAO MANOEL DO PARANA;SIM;SIM
78875;4125605;SAO MATEUS DO SUL;PR;41;PR_SAO MATEUS DO SUL;SIM;SIM
78891;4125704;SAO MIGUEL DO IGUACU;PR;41;PR_SAO MIGUEL DO IGUACU;SIM;SIM
74861;4125753;SAO PEDRO DO IGUACU;PR;41;PR_SAO PEDRO DO IGUACU;SIM;SIM
78913;4125803;SAO PEDRO DO IVAI;PR;41;PR_SAO PEDRO DO IVAI;SIM;SIM
78930;4125902;SAO PEDRO DO PARANA;PR;41;PR_SAO PEDRO DO PARANA;SIM;SIM
78956;4126009;SAO SEBASTIAO DA AMOREIRA;PR;41;PR_SAO SEBASTIAO DA AMOREIRA;SIM;SIM
78972;4126108;SAO TOME;PR;41;PR_SAO TOME;SIM;SIM
78999;4126207;SAPOPEMA;PR;41;PR_SAPOPEMA;SIM;SIM
84611;4126256;SARANDI;PR;41;PR_SARANDI;SIM;SIM
75060;4126272;SAUDADE DO IGUACU;PR;41;PR_SAUDADE DO IGUACU;SIM;SIM
79014;4126306;SENGES;PR;41;PR_SENGES;SIM;SIM
75647;4126355;SERRANOPOLIS DO IGUACU;PR;41;PR_SERRANOPOLIS DO IGUACU;SIM;SIM
79030;4126405;SERTANEJA;PR;41;PR_SERTANEJA;SIM;SIM
79057;4126504;SERTANOPOLIS;PR;41;PR_SERTANOPOLIS;SIM;SIM
79073;4126603;SIQUEIRA CAMPOS;PR;41;PR_SIQUEIRA CAMPOS;SIM;SIM
75787;4126652;SULINA;PR;41;PR_SULINA;SIM;SIM
75663;4126678;TAMARANA;PR;41;PR_TAMARANA;SIM;SIM
79090;4126702;TAMBOARA;PR;41;PR_TAMBOARA;SIM;SIM
79111;4126801;TAPEJARA;PR;41;PR_TAPEJARA;SIM;SIM
79731;4126900;TAPIRA;PR;41;PR_TAPIRA;SIM;SIM
79138;4127007;TEIXEIRA SOARES;PR;41;PR_TEIXEIRA SOARES;SIM;SIM
79154;4127106;TELEMACO BORBA;PR;41;PR_TELEMACO BORBA;SIM;SIM
79170;4127205;TERRA BOA;PR;41;PR_TERRA BOA;SIM;SIM
79197;4127304;TERRA RICA;PR;41;PR_TERRA RICA;SIM;SIM
79219;4127403;TERRA ROXA;PR;41;PR_TERRA ROXA;SIM;SIM
79235;4127502;TIBAGI;PR;41;PR_TIBAGI;SIM;SIM
79251;4127601;TIJUCAS DO SUL;PR;41;PR_TIJUCAS DO SUL;SIM;SIM
79278;4127700;TOLEDO;PR;41;PR_TOLEDO;SIM;SIM
79294;4127809;TOMAZINA;PR;41;PR_TOMAZINA;SIM;SIM
79871;4127858;TRES BARRAS DO PARANA;PR;41;PR_TRES BARRAS DO PARANA;SIM;SIM
74888;4127882;TUNAS DO PARANA;PR;41;PR_TUNAS DO PARANA;SIM;SIM
79316;4127908;TUNEIRAS DO OESTE;PR;41;PR_TUNEIRAS DO OESTE;SIM;SIM
79936;4127957;TUPASSI;PR;41;PR_TUPASSI;SIM;SIM
84530;4127965;TURVO;PR;41;PR_TURVO;SIM;SIM
79332;4128005;UBIRATA;PR;41;PR_UBIRATA;SIM;SIM
79359;4128104;UMUARAMA;PR;41;PR_UMUARAMA;SIM;SIM
79375;4128203;UNIAO DA VITORIA;PR;41;PR_UNIAO DA VITORIA;SIM;SIM
79391;4128302;UNIFLOR;PR;41;PR_UNIFLOR;SIM;SIM
79413;4128401;URAI;PR;41;PR_URAI;SIM;SIM
79430;4128500;WENCESLAU BRAZ;PR;41;PR_WENCESLAU BRAZ;SIM;SIM
74900;4128534;VENTANIA;PR;41;PR_VENTANIA;SIM;SIM
79898;4128559;VERA CRUZ DO OESTE;PR;41;PR_VERA CRUZ DO OESTE;SIM;SIM
79456;4128609;VERE;PR;41;PR_VERE;SIM;SIM
74926;4128625;ALTO PARAISO;PR;41;PR_ALTO PARAISO;SIM;SIM
74942;4128633;DOUTOR ULYSSES;PR;41;PR_DOUTOR ULYSSES;SIM;SIM
74969;4128658;VIRMOND;PR;41;PR_VIRMOND;SIM;SIM
79472;4128708;VITORINO;PR;41;PR_VITORINO;SIM;SIM
79499;4128807;XAMBRE;PR;41;PR_XAMBRE;SIM;SIM
80225;4200051;ABDON BATISTA;SC;42;SC_ABDON BATISTA;SIM;SIM
80012;4200101;ABELARDO LUZ;SC;42;SC_ABELARDO LUZ;SIM;SIM
80039;4200200;AGROLANDIA;SC;42;SC_AGROLANDIA;SIM;SIM
